,CustomerId,Surname,CreditScore,Geography,Gender,Age,EstimatedSalary,Balance,NumOfProducts,HasCrCard,Tenure,IsActiveMember,Exited
779,15769974,Shih,679,Spain,Female,35,121210.09,119182.73,1,0,8,0,0
780,15737051,Denisov,639,France,Male,27,192247.35,0.0,2,0,8,0,0
781,15585595,Owens,774,France,Female,28,68759.57,71264.02,2,1,1,1,0
782,15654060,P'eng,517,France,Male,41,75937.47,0.0,2,1,2,1,0
783,15745196,Verco,571,France,Female,35,84569.13,0.0,2,0,8,0,0
784,15571221,Bergamaschi,747,Germany,Male,58,190696.35,116313.57,1,1,7,1,1
785,15660155,Lorenzo,792,Spain,Male,36,67468.67,92140.15,1,1,5,1,0
786,15605284,Outtrim,688,France,Male,26,104435.94,0.0,2,1,1,1,0
787,15694366,Hou,714,Germany,Male,42,47166.55,177640.09,1,1,2,1,0
788,15600739,Galkin,562,Spain,Female,35,119899.52,0.0,2,0,0,0,0
789,15653253,Pagnotto,704,Spain,Male,48,173498.45,167997.6,1,1,8,1,0
790,15763431,Echezonachukwu,698,France,Male,36,93249.26,82275.35,2,1,2,1,0
791,15643696,Young,611,France,Male,49,142917.54,0.0,2,1,3,1,0
792,15707473,Summers,850,Germany,Female,48,111755.8,111962.99,1,0,6,0,0
793,15769504,Munro,743,Germany,Female,34,108543.21,131736.88,1,1,1,1,0
794,15776807,Brennan,654,France,Male,29,180345.44,0.0,1,0,1,0,0
795,15686870,Ball,761,Germany,Male,36,99444.02,108239.11,2,0,8,0,0
796,15668747,Virgo,702,France,Female,46,109563.28,98444.19,1,1,9,1,0
797,15766908,Trevisani,488,Germany,Male,32,92568.07,114540.38,1,0,3,0,0
798,15570134,Padovano,683,France,Female,35,37976.36,187530.66,2,1,6,1,0
799,15567367,Tao,601,Germany,Female,42,103315.74,133636.16,1,1,9,1,0
800,15747542,Perez,605,France,Male,52,173952.5,0.0,2,1,7,1,0
801,15762238,Fraser,671,Germany,Female,44,34673.98,84745.03,2,1,0,1,0
802,15681554,Alley,614,Germany,Female,31,46163.44,120599.38,2,1,7,1,0
803,15712825,Howells,511,Spain,Female,29,140676.98,0.0,2,1,9,1,0
804,15640280,Cameron,850,France,Male,39,151738.54,127771.35,2,1,4,1,0
805,15756026,Hooper,790,Spain,Female,46,14679.81,0.0,1,0,9,0,1
806,15613319,Rice,793,France,Female,33,175544.02,0.0,1,0,0,0,0
807,15798906,Cox,628,France,Male,69,181964.6,0.0,2,1,5,1,0
808,15708917,Martin,598,Germany,Male,53,136886.86,167772.96,1,1,10,1,0
809,15778463,Ikenna,657,France,Female,37,122218.23,95845.6,1,0,6,0,0
810,15699430,Davide,618,France,Female,35,180439.75,0.0,2,0,10,0,0
811,15649992,Alexander,681,Spain,Male,65,190419.81,134714.7,2,1,7,1,0
812,15578980,Piazza,516,Spain,Female,33,58685.59,0.0,2,1,3,1,0
813,15775306,Ni,421,Germany,Male,28,89017.38,122384.22,3,1,8,1,1
814,15641655,Black,700,France,Female,26,50051.42,0.0,2,0,2,0,0
815,15619708,Harker,745,France,Male,25,146041.45,157993.15,2,0,5,0,0
816,15734565,Hughes,696,France,Male,29,191166.09,0.0,2,0,8,0,0
817,15806438,Chiabuotu,580,Germany,Female,42,103516.08,123331.36,1,0,2,0,1
818,15591969,Kuo,497,Spain,Male,27,164825.04,75263.16,1,1,9,1,0
819,15747807,Gallagher,720,France,Female,43,172557.77,137824.03,2,0,6,0,0
820,15596939,Calabresi,659,Germany,Male,36,84320.94,132578.92,2,0,4,0,0
821,15716155,Shaw,841,France,Female,36,122662.98,156021.31,1,0,5,0,0
822,15765311,Zhirov,642,Spain,Male,34,72085.1,0.0,1,0,8,0,0
823,15757811,Lloyd,732,Spain,Female,69,110932.24,137453.43,1,1,9,1,1
824,15603830,Palmer,600,Spain,Male,36,143635.36,0.0,2,0,4,0,0
825,15660602,Ch'eng,464,Germany,Male,33,3710.34,164284.72,2,1,8,1,0
826,15660535,Avent,680,France,Female,47,179843.33,0.0,2,1,5,1,0
827,15666633,Huang,758,Spain,Male,56,10643.38,0.0,2,1,1,1,0
828,15596914,Shaw,630,Germany,Female,31,131167.98,112373.49,2,1,2,1,0
829,15639788,Yuan,577,France,Female,39,10553.31,0.0,2,0,10,0,0
830,15695846,Hawkins,684,France,Female,34,130928.22,0.0,2,1,6,1,0
831,15726234,Trentini,708,Spain,Female,41,157003.99,0.0,1,1,5,1,0
832,15797964,Cameron,732,Germany,Female,29,138527.56,154333.82,1,1,1,1,0
833,15625881,Koehler,634,Germany,Male,37,167032.49,111432.77,2,1,3,1,0
834,15780628,Wu,633,France,Female,30,41642.29,0.0,2,0,6,0,0
835,15575883,Manna,559,France,Male,34,9677.0,137390.11,2,0,2,0,0
836,15585036,Okoli,694,Spain,Female,37,147012.22,0.0,2,1,3,1,0
837,15589488,Ch'eng,686,Germany,Female,56,80553.87,111642.08,1,1,5,1,0
838,15585888,Nwokezuike,553,Spain,Female,48,30730.95,0.0,1,1,3,1,1
839,15727915,Artemiev,507,France,Male,36,140134.43,83543.37,1,0,4,0,0
840,15707567,Esposito,732,Germany,Male,50,91936.1,145338.76,1,0,6,0,1
841,15737792,Abbie,818,France,Female,31,178252.63,186796.37,1,0,1,0,0
842,15599433,Fanucci,660,Germany,Male,35,198674.08,58641.43,1,1,8,1,0
843,15672012,Jen,773,Spain,Female,41,28266.9,0.0,1,0,5,0,1
844,15806983,Moss,640,France,Male,44,92381.01,137148.68,1,0,3,0,0
845,15592222,Lo,505,France,Male,49,135180.11,80001.23,1,0,7,0,0
846,15608968,Averyanov,714,Germany,Male,21,27330.59,86402.52,2,0,6,0,0
847,15586959,Unaipon,468,France,Female,42,125305.34,0.0,2,0,5,0,0
848,15646558,Clamp,611,Spain,Male,51,149648.45,122874.74,1,1,1,1,0
849,15725811,Lim,705,France,Male,25,59887.15,97544.29,1,1,0,1,0
850,15572265,Wu,646,Germany,Male,46,45041.32,170826.55,2,0,1,0,0
851,15794048,Wan,667,Germany,Female,48,113316.77,97133.92,2,0,1,0,1
852,15677610,Chambers,511,Germany,Female,41,39087.42,153895.65,1,1,8,1,0
853,15745012,Pettit,653,France,Female,43,7330.59,0.0,2,1,6,1,0
854,15601589,Baresi,675,France,Female,57,95463.29,0.0,2,1,8,1,0
855,15686436,Newbery,523,Spain,Male,32,167848.02,0.0,2,0,4,0,0
856,15693864,Iheanacho,567,Germany,Female,49,93953.84,134956.02,1,0,5,0,1
857,15760550,Duncan,741,Spain,Male,39,174227.66,143637.58,2,1,7,1,0
858,15686137,Barry,456,Spain,Male,32,135399.21,147506.25,1,1,9,1,0
859,15809087,Landry,598,France,Male,64,195635.3,0.0,2,0,1,0,1
860,15807663,McGregor,667,France,Male,43,97508.04,190227.46,1,0,8,0,1
861,15809100,Nucci,548,France,Female,32,188083.77,172448.77,1,0,2,0,1
862,15794916,Pirogov,725,France,Male,41,116704.25,113980.21,1,1,7,1,0
863,15614215,Oguejiofor,717,France,Male,53,97614.87,0.0,2,1,6,1,0
864,15805449,Ugochukwu,594,France,Male,38,186884.04,0.0,2,0,4,0,0
865,15686983,Rohu,678,Germany,Female,25,131501.72,76968.12,2,1,10,1,0
866,15808017,Cary,545,France,Male,38,24302.95,88293.13,2,1,1,1,0
867,15756804,O'Loghlen,636,France,Female,48,110510.28,170833.46,1,0,1,0,1
868,15646810,Quinn,603,Germany,Male,44,108488.33,108122.39,2,0,6,0,1
869,15710424,Page,435,France,Male,36,197015.2,0.0,1,1,4,1,0
870,15799422,Evans,535,France,Female,40,27689.77,0.0,1,1,8,1,0
871,15692750,McGregor,629,Germany,Female,45,9217.55,129818.39,3,0,7,0,1
872,15794549,Andrews,722,France,Female,35,15068.18,163943.89,2,1,2,1,0
873,15803764,Stanley,561,France,Male,28,7797.01,0.0,2,0,7,0,0
874,15674840,Chiazagomekpere,645,France,Female,38,4400.32,101430.3,2,1,5,1,0
875,15653762,Chidiebele,501,France,Female,39,182025.95,117301.66,1,0,9,0,0
876,15581229,Gregory,502,Germany,Female,32,122763.95,173340.83,1,1,1,1,0
877,15800228,Bednall,652,Spain,Female,42,38152.01,0.0,2,1,4,1,0
878,15656333,Jen,574,France,Female,33,63163.99,134348.57,1,0,3,0,0
879,15697497,She,518,France,Female,45,73418.29,105525.65,2,1,9,1,0
880,15585362,Simmons,749,France,Female,60,17978.68,0.0,1,0,6,0,1
881,15571928,Fraser,679,France,Female,43,115136.51,0.0,3,0,4,0,1
882,15785519,May,565,France,Male,36,149575.59,106192.1,1,0,6,0,0
883,15743007,Seabrook,643,France,Female,45,60917.24,45144.43,1,0,4,0,1
884,15777211,Herrera,515,France,Male,65,142548.33,92113.61,1,1,7,1,0
885,15721935,Kincaid,521,France,Male,25,157878.67,0.0,2,1,7,1,0
886,15591711,Sleeman,739,Spain,Male,38,12796.43,128366.44,1,0,0,0,0
887,15625021,Hung,585,France,Male,42,18657.77,0.0,2,1,2,1,0
888,15702968,Artemieva,733,Germany,Male,74,134589.58,106545.53,1,1,3,1,0
889,15600462,Barwell,542,France,Female,43,10350.74,145618.37,1,1,8,1,0
890,15768104,Wright,788,Spain,Male,37,66013.27,141541.25,1,0,8,0,0
891,15780140,Bellucci,435,Germany,Male,32,5907.11,57017.06,2,1,2,1,0
892,15585255,Moore,577,France,Male,42,74077.91,0.0,1,0,9,0,0
893,15772781,Ball,703,France,Female,51,77294.56,0.0,3,1,3,1,1
894,15669987,Sung,728,Germany,Female,35,54359.02,125884.95,2,0,8,0,1
895,15697000,Mello,728,Germany,Male,32,156124.93,61825.5,1,1,5,1,0
896,15733119,Mistry,718,France,Male,35,94820.85,0.0,2,0,8,0,0
897,15782390,T'ien,621,France,Female,40,155155.25,0.0,1,0,6,0,0
898,15654700,Fallaci,523,France,Female,40,128702.1,102967.41,1,0,2,0,1
899,15632210,Hill,657,Germany,Male,25,22745.5,171770.55,1,0,2,0,0
900,15642041,Burns,727,Germany,Male,40,71865.31,93051.64,2,0,1,0,1
901,15709737,Hunter,643,France,Male,36,84294.82,161064.64,2,1,7,1,0
902,15792388,Li,645,France,Female,48,149139.13,90612.34,1,1,7,1,0
903,15786014,Ku,568,France,Male,28,185489.11,145105.64,2,0,5,0,0
904,15794580,Ch'en,599,France,Male,58,176407.15,0.0,1,0,4,0,1
905,15675964,Chukwukadibia,672,France,Female,45,92027.69,0.0,1,1,9,1,1
906,15814275,Zikoranachidimma,685,France,Male,33,43932.54,174912.72,1,1,6,1,0
907,15724848,Oluchukwu,516,France,Female,46,115789.25,104947.72,1,0,1,0,1
908,15754713,Rivera,685,Spain,Male,31,125777.28,135213.71,1,1,10,1,0
909,15693814,Niu,806,Spain,Male,25,18461.9,0.0,2,0,7,0,0
910,15599660,Bennett,604,France,Male,36,79633.38,116229.85,2,1,6,1,0
911,15746490,Wollstonecraft,648,Spain,Female,53,121542.29,111201.41,1,1,6,1,0
912,15566091,Thomsen,545,Spain,Female,32,94739.2,0.0,1,0,4,0,0
913,15655961,Palermo,756,Germany,Male,27,93302.29,131899.0,1,0,1,0,0
914,15710404,Chinwendu,569,France,Male,35,193793.78,124525.52,1,1,10,1,0
915,15775625,McKenzie,596,France,Male,47,74835.65,0.0,1,0,6,0,0
916,15792328,James,475,France,Male,39,56999.9,0.0,1,1,6,1,1
917,15719856,Lamb,646,France,Female,45,57236.44,47134.75,1,1,3,1,0
918,15593773,Olejuru,784,Spain,Male,35,81483.64,0.0,2,0,3,0,0
919,15733114,Hay,552,Spain,Male,45,26752.56,0.0,2,0,9,0,0
920,15797748,Lu,729,France,Male,44,9200.54,0.0,2,1,5,1,0
921,15743411,Chiawuotu,609,Spain,Male,61,22447.85,0.0,1,0,1,0,1
922,15753337,Yeates,555,France,Male,51,189122.89,0.0,3,0,5,0,1
923,15601026,Gallagher,572,Germany,Female,19,16161.82,138657.08,1,1,1,1,0
924,15658485,Heath,785,France,Female,34,68600.36,70302.48,1,1,9,1,0
925,15636731,Ts'ai,714,Germany,Female,36,447.73,101609.01,2,1,1,1,0
926,15628303,Thurgood,738,Spain,Male,35,15650.73,0.0,1,1,3,1,0
927,15633461,Pai,639,Germany,Male,38,149599.62,130170.82,1,1,5,1,0
928,15677135,Lorenzo,520,Germany,Male,61,90304.01,133802.29,2,1,8,1,0
929,15590876,Knupp,764,France,Female,24,115676.38,106234.02,1,0,7,0,0
930,15790782,Baryshnikov,661,Spain,Male,39,38812.67,132628.98,1,0,6,0,0
931,15700476,Azubuike,564,Germany,Male,41,34338.21,103522.75,2,1,9,1,0
932,15634141,Shephard,708,Germany,Female,42,823.36,192390.52,2,0,8,0,0
933,15737795,Scott,512,Spain,Male,36,135482.26,0.0,1,1,1,1,1
934,15790299,Williamson,592,Spain,Male,37,10656.89,0.0,3,1,9,1,0
935,15675316,Avdeeva,619,France,Female,38,116467.35,0.0,2,1,3,1,0
936,15613630,Tang,775,France,Male,52,96823.32,109922.61,1,1,8,1,1
937,15662100,Hsu,850,Germany,Female,44,171096.2,128605.32,1,1,5,1,0
938,15668032,Buchanan,577,France,Female,37,79881.39,0.0,1,1,4,1,0
939,15599289,Yeh,724,France,Female,37,157862.82,68598.56,1,0,10,0,0
940,15754084,Palazzi,710,Spain,Male,35,127951.81,106518.52,1,1,1,1,0
941,15676521,Y?an,696,France,Female,31,191074.11,0.0,2,0,8,0,0
942,15804586,Lin,376,France,Female,46,157333.69,0.0,1,0,6,0,1
943,15781465,Schofield,675,Germany,Female,29,133457.52,121326.42,1,0,8,0,0
944,15729362,Lombardi,745,France,Male,36,130789.6,67226.37,1,0,8,0,0
945,15709295,Wall,697,Spain,Female,25,128373.88,82931.85,2,1,5,1,0
946,15745324,Milani,599,Spain,Female,39,194273.2,0.0,1,0,4,0,1
947,15741336,Ejimofor,715,France,Female,38,5684.17,118590.41,1,1,5,1,1
948,15783659,Blackburn,659,France,Male,67,131043.2,145981.87,1,1,4,1,0
949,15620981,Wickham,684,France,Female,48,21228.34,73309.38,1,0,3,0,1
950,15630328,Bird,635,France,Female,48,43250.3,130796.33,2,1,8,1,0
951,15785899,Ch'en,789,Germany,Male,33,4389.4,151607.56,1,0,8,0,0
952,15606149,Wood,571,Germany,Female,66,189271.9,111577.01,1,1,9,1,0
953,15671139,Brizendine,694,Spain,Male,39,102284.2,107042.74,1,1,0,1,0
954,15660429,Ch'in,665,Spain,Female,42,156774.94,156371.61,2,1,2,1,1
955,15571002,Yusupov,706,France,Female,44,69865.49,129605.99,1,0,4,0,0
956,15631681,Jibunoh,807,Spain,Female,43,85523.24,0.0,2,1,0,1,0
957,15731522,Ts'ui,771,Spain,Female,67,51219.8,0.0,2,1,8,1,0
958,15619529,Ndukaku,531,Spain,Male,27,7222.92,132576.25,1,0,8,0,0
959,15628034,Wilder,629,France,Female,37,23971.33,129101.3,1,1,6,1,0
960,15686164,Maclean,850,Germany,Female,31,132173.31,108822.4,1,1,1,1,0
961,15582797,Ch'iu,685,Spain,Male,35,113639.64,137948.51,1,0,4,0,0
962,15753831,Cox,642,Spain,Male,32,39768.59,100433.8,1,1,7,1,0
963,15731815,Nepean,529,Spain,Male,63,108732.96,96134.11,3,0,4,0,1
964,15580956,McNess,683,Germany,Female,43,117349.19,115888.04,1,1,4,1,1
965,15602084,Coles,663,France,Female,42,78004.5,124626.07,1,1,5,1,0
966,15589805,Benson,563,France,Female,34,152417.79,139810.34,1,1,6,1,0
967,15720893,Gilbert,637,Spain,Female,34,26057.08,0.0,2,0,9,0,0
968,15641009,Wilhelm,544,France,Male,37,79972.09,84496.71,1,0,3,0,0
969,15605926,Sinclair,649,Germany,Male,70,107125.79,116854.71,2,1,9,1,0
970,15805955,L?,638,France,Female,48,47679.14,138333.03,1,1,10,1,0
971,15801488,Buckner,723,France,Male,25,134509.47,0.0,2,1,3,1,0
972,15605918,Padovesi,635,Germany,Male,43,153265.31,78992.75,2,0,5,0,0
973,15779711,Gray,750,Spain,Female,38,179883.04,97257.41,2,1,7,1,0
974,15705620,Lu,730,France,Male,34,138882.98,122453.37,2,0,5,0,0
975,15685357,Wright,750,Spain,Female,36,9855.81,112940.07,1,1,8,1,0
976,15570060,Palerma,586,France,Female,43,67046.83,132558.26,1,0,8,0,1
977,15582616,Y?an,520,France,Female,38,56388.63,0.0,2,0,4,0,0
978,15799515,Wei,652,France,Female,48,77764.37,133297.24,1,0,8,0,0
979,15642937,Padovesi,550,France,Female,46,130590.35,0.0,2,0,7,0,0
980,15624729,Tsao,594,France,Male,27,151912.49,197041.8,1,0,0,0,0
981,15566156,Franklin,749,Germany,Female,44,151083.8,71497.79,2,0,0,0,0
982,15792360,Clark,668,France,Male,32,777.37,0.0,2,1,7,1,0
983,15807008,McGregor,614,Germany,Female,35,69454.24,128100.28,1,0,6,0,1
984,15704770,Pan,773,France,Male,25,11723.57,124532.78,2,1,1,1,0
985,15756475,Kenniff,551,Germany,Male,31,91565.25,82293.82,2,1,9,1,0
986,15655339,Spencer,566,France,Male,36,79616.37,142120.91,1,0,1,0,0
987,15613749,Lees,569,Spain,Male,34,102299.81,151839.26,1,0,0,0,1
988,15664521,David,659,Spain,Male,31,104533.51,149620.88,2,1,7,1,0
989,15681206,Hsing,722,France,Female,49,140765.57,168197.66,1,0,3,0,1
990,15745527,Burke,655,France,Male,37,66214.13,93147.0,2,0,5,0,0
991,15806926,Watson,615,France,Female,35,139816.1,97440.02,2,1,2,1,0
992,15724563,Hawkins,752,Germany,Female,42,140139.28,65046.08,2,1,3,1,0
993,15782899,Ginn,661,Spain,Female,28,102297.15,95357.49,1,0,7,0,0
994,15623521,Sozonov,838,Spain,Male,43,145765.83,123105.88,2,0,9,0,0
995,15810218,Sun,610,Spain,Male,29,83912.24,0.0,3,1,9,1,0
996,15645621,Hunter,811,Spain,Male,44,78439.73,0.0,2,1,3,1,0
997,15608114,Manfrin,587,Spain,Male,62,6776.92,121286.27,1,1,7,1,0
998,15659557,Artamonova,811,Germany,Female,28,9903.42,167738.82,2,1,4,1,0
999,15787772,Hansen,759,France,Female,38,91561.91,104091.29,1,0,1,0,0
1000,15691111,Pai,648,Germany,Female,42,4027.02,121980.56,2,0,8,0,0
1001,15592089,Larsen,788,France,Female,43,116111.51,0.0,2,1,10,1,0
1002,15633897,Owen,725,Germany,Male,39,184023.54,50880.98,2,1,1,1,0
1003,15701301,Murphy,646,France,Female,42,67124.48,175159.9,2,0,3,0,1
1004,15723685,Ekechukwu,601,Germany,Female,26,50070.59,105514.69,2,0,7,0,0
1005,15701602,Ayers,521,Germany,Male,52,53793.1,116497.31,3,0,5,0,1
1006,15739189,Johnson,561,Spain,Female,33,45261.47,0.0,2,0,6,0,0
1007,15573086,Millar,564,France,Male,42,36721.4,99824.45,1,1,7,1,0
1008,15569050,Farrell,444,France,Male,45,130009.85,0.0,1,0,6,0,1
1009,15750765,Sanders,650,Spain,Male,71,175380.77,0.0,1,1,0,1,0
1010,15799811,Herrera,724,France,Male,40,127847.25,0.0,1,0,10,0,1
1011,15698442,Eberechukwu,719,Spain,Male,35,138231.7,122964.88,1,1,3,1,0
1012,15655274,Bardin,548,France,Female,29,48673.18,0.0,2,1,4,1,0
1013,15603594,Nwankwo,635,Spain,Male,24,70668.77,0.0,2,1,4,1,0
1014,15585961,Talbot,496,Spain,Female,43,199505.53,0.0,2,1,3,1,0
1015,15686936,McGregor,676,France,Female,37,169583.18,89634.69,1,1,5,1,1
1016,15770424,Onyeorulu,541,Germany,Male,40,49063.42,95710.11,2,0,7,0,0
1017,15587451,Goold,778,Germany,Male,41,63337.19,139706.31,1,0,7,0,0
1018,15602010,Zikoranaudodimma,850,Germany,Female,45,60083.11,103909.86,1,0,5,0,1
1019,15600583,Garner,633,France,Male,31,48606.71,0.0,1,0,1,0,0
1020,15654673,Onyinyechukwuka,625,France,Male,49,165580.93,173434.9,1,0,6,0,1
1021,15717164,Genovese,485,Spain,Male,32,194010.12,102238.01,2,1,6,1,0
1022,15765014,Mai,547,France,Female,48,69263.1,179380.74,2,1,1,1,0
1023,15682639,Marshall,642,France,Male,32,88698.83,0.0,2,1,3,1,0
1024,15729279,Naylor,718,France,Female,25,63030.97,108691.95,1,0,4,0,0
1025,15759805,Pinto,582,France,Female,32,59668.81,0.0,2,0,4,0,0
1026,15767864,Fulton,628,France,Male,33,184230.23,0.0,2,0,6,0,0
1027,15769948,Palerma,737,Germany,Male,35,64050.19,133377.8,1,1,0,1,0
1028,15686345,McCaffrey,828,Spain,Male,34,81853.98,0.0,2,1,9,1,0
1029,15688071,Collins,609,Spain,Male,53,154642.91,0.0,1,1,10,1,0
1030,15681174,Zuev,730,France,Male,39,145679.6,116537.6,1,0,1,0,0
1031,15667521,Crawford,631,France,Female,22,30781.77,0.0,2,0,3,0,0
1032,15750243,Genovese,830,Spain,Male,40,81622.52,0.0,2,1,4,1,0
1033,15695475,Maclean,645,France,Male,29,196474.35,130131.08,2,1,1,1,0
1034,15689176,Fabro,663,France,Male,46,176276.1,0.0,2,1,3,1,0
1035,15652955,Price,678,Spain,Male,30,35113.08,0.0,1,0,0,0,0
1036,15668958,Chatfield,521,France,Male,30,64299.82,107316.09,1,0,2,0,0
1037,15631054,Volkova,625,France,Female,24,180969.55,0.0,2,1,1,1,0
1038,15581479,Archer,523,France,Male,30,138176.78,83181.29,1,1,1,1,0
1039,15577478,Ch'iu,714,France,Female,72,86733.61,0.0,1,1,3,1,0
1040,15780870,McKay,580,Spain,Male,67,7418.92,153946.14,1,1,3,1,0
1041,15692317,Craig,722,France,Male,30,166376.54,0.0,2,0,5,0,0
1042,15593969,Abramovich,630,Spain,Female,39,140881.2,135483.17,1,0,7,0,1
1043,15570417,Chien,579,France,Male,35,4460.2,0.0,2,0,1,0,0
1044,15779059,Timms,670,France,Female,38,110472.12,119624.54,2,1,4,1,0
1045,15785980,Williford,588,Spain,Male,34,86460.28,121132.26,2,0,6,0,0
1046,15644200,Hamilton,807,Spain,Female,42,16500.66,0.0,1,0,1,0,1
1047,15793949,Cheng,726,France,Female,48,114020.06,0.0,1,0,4,0,1
1048,15645103,Su,812,Germany,Male,25,131660.31,54817.55,1,0,5,0,0
1049,15705860,McKenzie,631,Germany,Male,40,52449.62,107949.45,1,0,3,0,1
1050,15623828,Akobundu,682,France,Male,30,161465.31,0.0,1,1,4,1,0
1051,15715003,Ko,625,Spain,Female,49,20018.79,80816.45,1,1,2,1,0
1052,15623471,Marcelo,607,Germany,Male,38,176318.27,98205.77,1,0,3,0,0
1053,15798348,Chukwuebuka,600,Spain,Female,50,50488.91,94684.27,1,1,6,1,0
1054,15743016,MacDonald,602,Spain,Female,22,30379.6,141604.76,1,0,7,0,0
1055,15769499,Lampungmeiua,545,Spain,Female,74,161326.73,0.0,2,1,3,1,0
1056,15798521,Tai,675,Spain,Male,33,45348.08,0.0,2,0,3,0,0
1057,15706534,Enyinnaya,581,France,Female,47,180251.68,122949.14,1,0,1,0,1
1058,15706186,McKenzie,640,Germany,Male,33,34925.56,81677.22,2,0,8,0,0
1059,15812197,Kline,850,France,Male,38,126555.74,80293.98,1,0,7,0,0
1060,15650933,Ma,490,Spain,Female,48,187921.3,155413.06,1,0,8,0,0
1061,15692991,Wood,710,Spain,Female,38,136390.88,0.0,2,1,4,1,0
1062,15631189,Riggs,613,Germany,Male,38,78566.64,67111.65,1,0,9,0,1
1063,15762198,Capon,812,France,Male,34,166038.27,103818.43,1,1,5,1,0
1064,15699598,Smith,723,France,Female,20,140385.33,0.0,2,1,4,1,0
1065,15692744,Davison,512,France,Male,36,38629.3,152169.12,2,0,4,0,1
1066,15688963,Ingram,731,France,Female,52,24998.75,0.0,1,1,10,1,1
1067,15599131,Dilke,650,Germany,Male,26,128815.33,214346.96,2,0,4,0,0
1068,15680303,Gibson,594,France,Male,57,19376.56,0.0,1,0,6,0,1
1069,15628674,Iadanza,844,France,Male,40,31904.31,113348.14,1,0,7,0,1
1070,15648075,Hebert,686,Germany,Female,47,173179.79,170935.94,1,0,5,0,1
1071,15586970,Pinto,695,Germany,Male,52,22485.64,103023.26,1,1,8,1,0
1072,15625698,Dumetochukwu,624,Spain,Female,23,196668.51,0.0,2,1,6,1,0
1073,15790497,Ross,503,Spain,Male,37,136506.86,0.0,2,0,6,0,0
1074,15682618,Jamieson,535,France,Female,31,36278.89,111855.04,2,1,7,1,0
1075,15762937,Chiganu,743,Germany,Female,32,163254.39,140348.56,2,1,6,1,0
1076,15750929,Burgess,702,Spain,Male,39,99654.13,0.0,2,0,8,0,0
1077,15729832,Cheng,658,France,Male,29,20207.02,145512.84,1,0,3,0,0
1078,15633650,Woods,677,Germany,Female,41,4195.84,146720.98,2,1,8,1,0
1079,15748856,Liang,664,France,Male,32,112340.2,107209.73,1,1,10,1,0
1080,15589195,Bluett,766,Germany,Female,38,2035.94,130933.74,1,1,7,1,0
1081,15699911,Chapman,461,Spain,Female,35,132295.95,0.0,1,0,8,0,0
1082,15663438,Andrejew,688,Spain,Male,36,177383.68,89772.3,1,0,0,0,1
1083,15692583,Udobata,678,France,Female,32,90284.47,0.0,2,0,5,0,0
1084,15591257,Ejimofor,796,France,Male,24,61349.37,0.0,2,0,8,0,0
1085,15646513,Spyer,803,France,Male,42,196466.83,0.0,1,0,5,0,1
1086,15708063,Walker,712,France,Male,36,70758.37,100749.5,3,0,2,0,1
1087,15696098,Palermo,498,France,Female,31,13892.57,0.0,2,0,10,0,0
1088,15645517,Philip,850,Spain,Male,22,9684.52,0.0,2,1,2,1,0
1089,15649744,Fallaci,628,France,Female,51,40546.15,123981.31,2,1,3,1,0
1090,15604304,Perry,539,Germany,Female,34,136603.42,91622.42,1,1,4,1,0
1091,15784092,Henderson,732,France,Male,36,133172.48,126195.81,1,1,7,1,0
1092,15585198,Bergamaschi,715,France,Male,41,152821.12,94267.9,1,1,4,1,1
1093,15624347,Fokine,651,France,Male,40,147715.83,0.0,2,1,4,1,0
1094,15621687,Mackay,813,France,Male,34,43169.15,0.0,2,0,0,0,0
1095,15689081,Wu,692,France,Male,29,76755.99,0.0,1,0,4,0,1
1096,15813168,Maslova,756,Germany,Female,39,73406.04,100717.85,3,1,3,1,1
1097,15604295,Wei,543,France,Male,36,176728.28,0.0,2,0,6,0,0
1098,15724127,McLean,790,France,Female,26,98309.27,141581.71,2,0,4,0,0
1099,15673055,Sung,494,Spain,Male,38,6203.66,0.0,2,1,7,1,0
1100,15768201,Paterson,850,France,Female,39,176791.27,148586.64,1,1,2,1,0
1101,15782219,Fanucci,703,Spain,Male,29,50679.48,0.0,2,0,9,0,0
1102,15746410,Thompson,432,Spain,Male,38,150580.88,0.0,2,0,7,0,0
1103,15780144,Tisdall,512,Germany,Female,32,80120.19,123403.85,2,0,2,0,0
1104,15590476,Onochie,589,France,Male,28,151645.96,0.0,2,0,7,0,0
1105,15624293,Mironova,514,France,Female,46,55072.32,106511.85,1,0,3,0,0
1106,15618182,Ndubueze,678,France,Female,38,115068.99,0.0,2,0,2,0,0
1107,15660316,Stephenson,420,Germany,Female,34,149471.13,135549.9,1,0,1,0,1
1108,15678886,Golubev,679,Germany,Male,38,46522.68,110555.37,2,0,7,0,0
1109,15616330,Liao,595,France,Male,31,189995.86,0.0,2,0,4,0,0
1110,15592229,Mullan,713,France,Female,52,46369.57,185891.54,1,1,0,1,1
1111,15798424,Glover,833,Germany,Male,59,30722.52,130854.59,1,1,1,1,1
1112,15714750,Northey,690,France,Female,42,70810.6,92578.14,2,0,3,0,0
1113,15648800,Paterson,731,Germany,Female,21,106663.46,132312.06,1,0,8,0,1
1114,15626147,Maclean,608,France,Female,62,175836.03,144976.5,1,0,8,0,1
1115,15626608,Howarde,479,Spain,Male,48,85646.41,87070.23,1,1,5,1,0
1116,15723250,Teng,519,France,Male,42,101485.72,0.0,2,1,8,1,0
